ID#,Tillage,Instantaneous Nitrate Flux (lb/day/acre)
2,No Till,0.01
2,No Till,0.09
2,No Till,0.07
2,No Till,0.06
2,No Till,0.05
2,No Till,0.09
2,No Till,0.11
2,No Till,0.01
2,No Till,0.02
3,,
3,,
3,,
4,,
4,,
4,,
4,,
4,Conservational Till,0.10
4,Conservational Till,0.04
4,Conservational Till,0.01
4,Conservational Till,0.00
4,No Till,0.02
4,No Till,0.02
4,No Till,0.01
4,No Till,0.02
4,No Till,0.51
5,No Till,0.02
5,No Till,0.02
5,No Till,0.03
5,No Till,0.19
5,No Till,0.01
5,No Till,0.00
5,No Till,0.08
5,No Till,0.02
5,No Till,0.03
5,No Till,0.03
5,No Till,0.08
5,No Till,0.00
5,No Till,0.00
5,No Till,0.03
5,,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conservational Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
9,Conservational Till,0.00
9,Conservational Till,0.03
9,Conservational Till,0.00
9,Conservational Till,0.00
11,,
11,,
11,,
11,,
11,,
12,No Till,
12,No Till,
12,No Till,0.03
12,No Till,0.03
12,No Till,
12,No Till,0.02
12,,
15,No Till,0.00
15,No Till,0.01
15,No Till,0.00
15,No Till,
15,No Till,
15,No Till,
15,No Till,
15,No Till,
15,No Till,
15,No Till,
15,Conservational Till,0.00
15,Conservational Till,0.00
15,Conservational Till,0.00
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,0.00
15,Conservational Till,0.00
15,Conservational Till,0.01
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
16,Conservational Till,0.00
16,Conservational Till,0.23
16,Conservational Till,0.04
16,Conservational Till,0.04
16,Conservational Till,0.11
16,Conservational Till,4.10
16,Conservational Till,0.32
16,Conservational Till,0.36
16,Conservational Till,0.22
16,Conservational Till,0.73
16,Conservational Till,0.18
16,Conservational Till,0.27
16,Conservational Till,0.08
17,No Till,0.07
17,No Till,0.82
17,No Till,0.01
17,No Till,0.03
17,No Till,0.14
17,No Till,0.01
17,No Till,0.01
17,No Till,0.81
17,No Till,0.02
18,No Till,0.05
18,No Till,0.03
18,No Till,0.04
18,Conservational Till,0.01
18,Conservational Till,0.00
18,Conservational Till,0.02
18,Conservational Till,0.00
19,,
19,,
19,,
19,,
19,,
19,Conservational Till,0.01
19,Conservational Till,0.04
19,Conservational Till,0.12
19,Conservational Till,0.02
19,Conservational Till,0.01
19,Conservational Till,0.01
19,Conservational Till,0.02
19,Conservational Till,0.00
19,Conservational Till,0.00
20,No Till,0.11
20,No Till,0.15
20,No Till,0.03
21,Conventional Till,0.12
21,Conventional Till,0.01
21,Conventional Till,0.02
21,Conventional Till,0.02
21,Conventional Till,0.01
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
23,No Till,0.00
23,No Till,
23,No Till,0.06
23,No Till,0.01
23,No Till,0.01
23,No Till,0.13
23,No Till,0.30
23,No Till,0.52
23,No Till,0.00
23,No Till,0.00
23,No Till,0.07
23,No Till,0.08
23,No Till,0.17
23,No Till,0.00
24,No Till,0.01
24,No Till,0.05
24,No Till,0.42
24,No Till,0.03
24,No Till,0.01
24,No Till,0.01
24,No Till,0.00
24,No Till,0.01
24,No Till,0.05
24,No Till,0.42
24,No Till,0.03
24,No Till,0.00
24,No Till,0.05
24,No Till,0.06
24,No Till,0.04
24,No Till,0.01
24,No Till,0.01
24,No Till,0.00
24,No Till,0.00
24,No Till,0.00
24,No Till,0.01
24,No Till,0.00
24,No Till,0.00
25,No Till,0.02
25,No Till,0.03
25,No Till,0.07
25,No Till,0.01
25,No Till,0.28
25,No Till,0.06
25,No Till,0.02
25,No Till,0.02
25,No Till,0.02
25,No Till,0.03
25,No Till,0.05
25,No Till,0.01
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,No Till,0.09
25,No Till,0.00
25,,
25,,
25,No Till,0.21
25,No Till,0.06
25,,
25,,
27,Conservational Till,0.01
27,Conservational Till,0.00
27,Conservational Till,0.00
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
28,No Till,0.00
28,No Till,0.00
28,No Till,0.00
28,No Till,0.00
28,No Till,0.00
28,No Till,0.02
28,No Till,0.20
28,No Till,0.16
28,No Till,0.01
28,No Till,0.00
28,No Till,0.08
28,No Till,0.05
1,Conservational Till,0.00
1,Conservational Till,0.00
1,Conservational Till,0.00
1,Conservational Till,
1,Conservational Till,
1,Conservational Till,
1,Conservational Till,
1,Conservational Till,
1,Conservational Till,
2,No Till,0.01
2,No Till,0.01
2,No Till,0.01
2,No Till,0.01
2,No Till,0.07
2,No Till,0.08
2,No Till,0.12
2,No Till,0.08
2,No Till,0.06
2,No Till,0.06
2,No Till,0.06
2,No Till,0.09
2,No Till,0.18
2,No Till,0.18
2,No Till,0.19
2,No Till,0.74
2,No Till,0.40
2,No Till,0.06
2,No Till,
2,No Till,
2,No Till,0.06
2,No Till,0.12
2,No Till,0.06
2,No Till,0.06
2,No Till,0.17
2,No Till,0.07
2,No Till,0.16
2,No Till,0.07
2,No Till,
2,No Till,
2,No Till,
4,,
4,No Till,
4,No Till,
4,No Till,0.01
5,,
5,No Till,0.07
5,No Till,0.14
5,No Till,0.05
5,No Till,
5,No Till,0.11
5,No Till,0.27
5,No Till,0.09
5,No Till,
7,No Till,
7,No Till,
7,No Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,Conventional Till,
7,No Till,
7,No Till,
7,No Till,
7,Conventional Till,
9,No Till,0.02
9,No Till,0.00
9,No Till,0.00
9,No Till,0.00
9,Conservational Till,0.00
9,Conservational Till,0.00
9,Conservational Till,0.00
9,Conservational Till,0.00
9,Conservational Till,0.01
9,Conservational Till,0.00
12,,0.00
12,,0.00
12,,0.00
12,,0.00
12,,
12,,
12,,
12,,
12,,0.07
12,,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
15,Conservational Till,
16,Conservational Till,
16,Conservational Till,
16,Conservational Till,
16,Conservational Till,
16,Conservational Till,
17,,0.00
17,,0.00
17,,
17,,0.00
17,,0.01
17,,
17,,0.00
17,,0.04
17,,
18,,0.00
18,Conservational Till,0.01
19,Conservational Till,0.01
19,Conservational Till,
19,Conservational Till,
19,Conservational Till,
19,Conservational Till,0.02
19,Conservational Till,
19,Conservational Till,
19,Conservational Till,
19,,
19,,
19,,
19,,
20,,0.02
20,,0.04
20,No Till,0.42
20,No Till,0.04
20,,
20,,
21,Conservational Till,0.02
21,Conservational Till,
21,Conservational Till,
21,Conservational Till,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
22,,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,0.01
23,No Till,0.01
23,No Till,0.00
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,0.01
23,No Till,0.01
23,No Till,0.00
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,
23,No Till,0.07
23,No Till,0.02
23,No Till,0.00
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,,0.00
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,
24,No Till,0.09
24,No Till,0.03
25,No Till,0.07
25,No Till,0.18
25,No Till,0.04
25,No Till,0.03
25,No Till,0.05
25,No Till,0.02
25,No Till,0.01
25,No Till,0.00
25,No Till,
25,No Till,
25,No Till,
25,No Till,
25,No Till,
25,No Till,0.06
25,No Till,0.02
25,No Till,0.01
25,No Till,0.02
25,No Till,0.01
25,No Till,0.00
25,No Till,
25,No Till,
25,No Till,
25,No Till,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.00
27,Conservational Till,0.00
27,Conservational Till,0.03
27,Conservational Till,0.00
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.02
27,Conservational Till,0.01
27,Conservational Till,0.01
27,Conservational Till,0.00
27,Conservational Till,0.01
27,Conservational Till,0.01
28,No Till,0.01
28,No Till,0.00
28,No Till,0.04
28,No Till,0.04
28,No Till,0.11
28,No Till,
28,No Till,0.08
28,No Till,0.00
28,No Till,0.00
28,No Till,0.12
28,No Till,0.19
28,No Till,0.26
28,No Till,0.05
28,No Till,0.00
28,No Till,0.00
28,No Till,0.02
28,No Till,0.03
28,No Till,0.03
28,No Till,
0,No Till,0.018839158
0,No Till,0.027402411
0,No Till,0.051624185
0,Other,0.152425911
0,No Till,0.102025048
0,Other,0.059453445
0,Other,0.046486233
0,No Till,0.031317041
0,No Till,0.000244664
0,No Till,0.002691308
0,No Till,0.002201979
0,No Till,0.026913082
0,No Till,0.086366527
0,No Till,0.022509123
0,No Till,0.018594493
0,No Till,0.010765233
0,No Till,0.017615836
0,No Till,0.005871945
0,No Till,0.127225479
0,No Till,0.222644589
0,No Till,0.100067733
0,No Till,0.012575749
0,No Till,0.006018744
0,No Till,0.001614785
0,No Till,0.00212858
0,No Till,9.79E-05
0,No Till,0.000195732
0,No Till,0.000513795
0,No Till,0.002935973
0,No Till,0.004819888
0,No Till,0.005186885
0,No Till,0.010520568
0,No Till,0.011499226
0,No Till,0.012526816
0,No Till,0.005382616
0,No Till,0.000440396
0,No Till,0.001712651
0,No Till,0.00391463
0,No Till,0.000122332
0,No Till,0.00281364
0,No Till,0.003669966
0,No Till,0.000856325
0,No Till,0.003474234
0,No Till,0.047220226
0,No Till,0.007095267
0,No Till,0.003669966
0,No Till,0.051134856
0,No Till,0.042326938
0,No Till,0.048198884
0,No Till,0.02679075
0,No Till,0.001492453
0,No Till,0.007339932
0,No Till,0.000782926
0,Multiple,0.094440452
0,Other,0.082207233
0,Other,0.112545616
0,Reduced Till,0.077069281
0,Reduced Till,0.068506027
0,Reduced Till,0.085632534
0,Conventional Till,0.044039589
0,No Till,0.034253014
0,Other,0.007339932
0,Reduced Till,0.034253014
0,Chisel Plow,0.117438904
0,Chisel Plow,0.132118767
0,Chisel Plow,0.181051644
0,Chisel Plow,0.144351986
0,Chisel Plow,0.127225479
0,Chisel Plow,0.100312397
0,Chisel Plow,0.156585205
0,Chisel Plow,0.139458699
0,Chisel Plow,0.122332192
0,Chisel Plow,0.117438904
0,Chisel Plow,0.166371781
0,Chisel Plow,0.141905342
0,Chisel Plow,0.017126507
0,Chisel Plow,0.051379521
0,Chisel Plow,0.044039589
0,Chisel Plow,0.022019795
0,Chisel Plow,0.09541911
0,Chisel Plow,0.154138562
0,Conventional Till,0.049422205
0,Conventional Till,0.088079178
0,Conventional Till,0.101780384
0,Conventional Till,0.113034945
0,Conventional Till,0.053092171
0,Conventional Till,0.06752737
0,Conventional Till,0.27402411
0,Conventional Till,0.102759041
0,Conventional Till,0.044528918
0,Conventional Till,0.024221774
0,Conventional Till,0.037188986
0,Conventional Till,0.047709555
0,Conventional Till,0.082696562
0,Conventional Till,0.031561705
0,Conventional Till,0.045507575
0,Conventional Till,0.076579952
0,Conventional Till,0.041103616
0,Conventional Till,0.043305596
0,Conventional Till,0.028381068
0,Conventional Till,0.028136404
0,Conventional Till,0.059942774
0,Conventional Till,0.080494582
0,Conventional Till,0.037188986
0,Conventional Till,0.051624185
0,Conventional Till,0.073154651
0,Conventional Till,0.048198884
0,Conventional Till,0.035231671
0,Conventional Till,0.044528918
0,Conventional Till,0.086855856
0,Conventional Till,0.08147324
0,Conventional Till,0.115236925
0,Conventional Till,0.045507575
0,Conventional Till,0.06141076
0,Conventional Till,0.093951123
0,Conventional Till,0.097621089
0,Conventional Till,0.046730897
0,Conventional Till,0.137256719
0,Reduced Till,0.064346733
0,No Till,0.03180637
0,Chisel Plow,0.097376425
0,Other,0.100557062
0,Other,0.088813171
0,Other,0.0893025
0,No Till,0.059208781
0,No Till,0.032785027
0,No Till,0.059208781
0,No Till,0.068261363
0,No Till,0.112300952
0,No Till,0.129672123
0,No Till,0.132118767
0,No Till,0.058719452
0,Conventional Till,0.110098973
0,No Till,0.097865753
0,No Till,0.049177541
0,No Till,0.014435199
0,No Till,0.034497678
0,No Till,0.049911534
0,No Till,0.070952671
0,No Till,0.028870397
0,No Till,0.013456541
0,No Till,0.036944322
0,No Till,0.060676767
0,No Till,0.006361274
0,No Till,0.034497678
0,No Till,0.000733993
0,No Till,0.001834983
0,Chisel Plow,0.125512829
0,No Till,0.068261363
0,No Till,0.059208781
0,No Till,0.063857404
0,Chisel Plow,0.090036493
0,No Till,0.043305596
0,No Till,0.046975562
0,No Till,0.045262911
0,Chisel Plow,0.069729349
0,No Till,0.036944322
0,No Till,0.037678315
0,No Till,0.037188986
0,Chisel Plow,0.073154651
0,Chisel Plow,0.065080726
0,Chisel Plow,0.055294151
0,Chisel Plow,0.087834514
0,Chisel Plow,0.048443548
0,No Till,0.054804822
0,No Till,0.055783479
0,Chisel Plow,0.092483137
0,Chisel Plow,0.054804822
0,No Till,0.054560158
0,No Till,0.053826164
0,Chisel Plow,0.058474788
0,Chisel Plow,0.08538787
0,Other,0.091749144
0,Other,0.110098973
0,Other,0.14679863
0,Other,0.053826164
0,Other,0.06361274
0,Other,0.091749144
0,Disk Plow,0.152425911
0,No Till,0.102025048
0,Disk Plow,0.059453445
0,Disk Plow,0.046486233
0,Chisel Plow,0.073154651
0,Chisel Plow,0.076824616
0,Chisel Plow,0.067282705
0,No Till,0.034228547
0,No Till,0.017762634
0,Other,0.008807918
0,Moldboard Plow,0.100312397
0,No Till,0.086366527
0,No Till,0.022509123
0,No Till,0.018594493
0,No Till,0.010765233
0,No Till,0.017615836
0,No Till,0.005871945
0,Conventional Till,0.115236925
0,No Till,0.109854308
0,Conventional Till,0.124778836
0,Conventional Till,0.110098973
0,Conventional Till,0.004893288
